name,price,type,efficiency,wattage,modular,color
Cougar CMX1200V3,,ATX,bronze,1200,Semi,
Cyonic AU-450X,,ATX,gold,450,Full,
Sentey GSP750-SM,,ATX,gold,750,Full,
Sentey GSP850-SM,,ATX,gold,850,Full,
Sentey GSP1000-SM,,ATX,gold,1000,Full,
Sentey ERP-400-SS,,ATX,,400,False,
Linkworld LPG8 630w,,ATX,,630,False,
Cougar COUGAR-A760,,ATX,bronze,760,False,
Cougar COUGAR-RS650,,ATX,plus,650,False,
PC Power & Cooling Silencer MK III,,ATX,gold,850,Semi,
Sparkle SPI300T8AB-B204,,TFX,bronze,300,False,
Cougar COUGAR-PX700,,ATX,bronze,700,False,
Xion XON-1000P14F,,ATX,,1000,False,
Topower TOP-900W,,ATX,plus,900,Full,
Kingwin STR-500,,ATX,platinum,500,Semi,
FSP Group AU-750M,,ATX,gold,750,Semi,
LEPA B550-MB,,ATX,bronze,550,Semi,
Super Flower Amazon,,ATX,bronze,550,False,
Thermaltake Toughpower,,ATX,silver,1000,Semi,
Thermaltake Toughpower DPS G,,ATX,gold,1050,Full,
Ultra U12-42467,,ATX,bronze,750,Semi,
Raidmax Vampire,,ATX,gold,900,Semi,
Corsair CX-430 V3,,ATX,bronze,430,False,
Sparkle R-SPI700GHN,,ATX,plus,700,False,
FSP Group FSP300-60GHT(85),,TFX,bronze,300,False,
Enermax ENP650AWT B,,ATX,bronze,650,False,
Enermax ENP550AWT B,,ATX,bronze,550,False,
SeaSonic PRIME AIRTOUCH,,ATX,gold,850,Full,Black / Red
Logisys PS600XBK,,ATX,,600,False,
E-Power EP-1200P10-T2,,ATX,plus,1200,Semi,
LEPA B550-SA,,ATX,bronze,550,False,
Enermax REVOLUTION X't,,ATX,gold,530,Semi,
Kingwin KX-1000,,ATX,bronze,1000,Semi,
Kingwin Lazer Gold,,ATX,gold,1300,Semi,
FirePower ZT,,ATX,bronze,550,Full,
In Win Commander II,,ATX,bronze,850,Full,
Thermaltake Toughpower Grand,,ATX,platinum,1050,Full,
Thermaltake EVO_Blue,,ATX,,650,Full,
Rosewill Glacier 1200M,,ATX,bronze,1200,Semi,
HEC HEC200SAFX,,Mini ITX,,200,False,
Thortech Thunderbolt PLUS,,ATX,gold,1200,Full,
Thortech Thunderbolt PLUS,,ATX,gold,1000,Full,
VIVO 24K,,ATX,gold,650,Full,
TUNIQ PSU-POT750-BK,,ATX,bronze,750,False,
Cougar VTE X2,,ATX,plus,700,False,Black
Thermaltake EVO_Blue,,ATX,gold,750,Semi,
NZXT HALE90 V2,,ATX,gold,1000,Full,
NZXT HALE82,,ATX,bronze,650,Semi,
LEPA G,,ATX,gold,650,Semi,
Cooler Master Elite,,ATX,,460,False,
Silverstone OP850,,ATX,,850,False,
Cooler Master Elite,,ATX,,400,False,
CoolMax ZP-750B,,ATX,bronze,750,Semi,
E-Power EP-500LS-1,,ATX,,500,False,
NZXT HALE82N 650W,,ATX,bronze,650,False,
NZXT HALE82N 750W,,ATX,bronze,750,False,
NZXT HALE82,,ATX,bronze,750,Semi,
Apevia ATX-AS500W-BL,,ATX,,500,False,
Thermaltake Toughpower DPS G,,ATX,platinum,1050,Full,
Apevia ATX-AS500W-GN,,ATX,,500,False,
Apevia ATX-CW500WP4,,ATX,,500,False,
Apevia ATX-TL450W-BK,,ATX,,450,False,
Apex AL-A350ATX,,ATX,,350,False,
HEC Raptor500,,ATX,,500,False,
HEC HP585D,,ATX,,585,False,
HEC X-Power Pro 650,,ATX,,650,False,
HEC XPOWER585 OEM,,ATX,,585,False,
HEC XPOWER780,,ATX,,600,False,
HEC ZEPHYR650,,ATX,,650,False,
HEC Zephyr MX-750,,ATX,bronze,750,False,
Topower ZU-500W,,ATX,,500,False,
CoolMax CU-600B,,ATX,,600,Semi,
CoolMax CA-350,,ATX,,350,False,
CoolMax CA-400,,ATX,,400,False,
CoolMax CT-450 (silver),,ATX,,450,False,
CoolMax VL-600B,,ATX,,600,False,
CoolMax CUG-700B,,ATX,,700,Full,
CoolMax CUG-950B,,ATX,,950,Full,
VisionTek 900489,,ATX,bronze,700,Semi,
VisionTek 900490,,ATX,bronze,800,Semi,
VisionTek 900488,,ATX,,550,Full,
CoolMax CUL-750B,,ATX,,750,Semi,
CoolMax CUL-850B,,ATX,,850,Semi,
CoolMax CUQ-1350B,,ATX,plus,1350,False,
CoolMax CX-400B,,ATX,,400,False,
CoolMax CXI-600B,,ATX,,600,False,
VisionTek 900347,,ATX,,650,False,
Dynapower EJ-750A80,,ATX,bronze,750,Full,
Dynapower EP-45X.0562B,,ATX,,450,False,
Enermax EMG700AWT,,ATX,gold,700,Full,
Enermax EPG500AWT,,ATX,gold,500,False,
Enermax EPG600AWT,,ATX,gold,600,False,
Sparkle R-SPI650ACAG,,ATX,gold,650,False,
Sparkle R-SPI750ACAG,,ATX,gold,750,False,
Rosewill LP-6100C,,ATX,,300,False,
Rosewill Stallion,,ATX,,400,False,
Rosewill Stallion,,ATX,,450,False,
Rosewill SL-300TFX,,TFX,,300,False,
Silverstone OP1000-E,,ATX,,1000,False,
Silverstone OP1000-P,,ATX,plus,1000,False,
Silverstone OP750,,ATX,,750,False,
Silverstone OP800,,ATX,,800,False,
XClio STABLEPOWER GOLD 1000W,,ATX,gold,1000,Full,
XClio STABLEPOWER GOLD 750W,,ATX,gold,750,Full,
Sunbeam IC-PSU-US-2545-DW,,ATX,,450,False,
Sunbeam PSU-BKS580-US,,ATX,,580,False,
Sunbeam PSU-COM680-BK-US,,ATX,,680,Full,
Sunbeam PSU-H680-REV-US,,ATX,,680,False,
Sunbeam PSU-H680-REV-US-BL,,ATX,,680,False,
Sunbeam PSU-HUSH580-US,,ATX,,580,False,
Thermaltake TR2,,ATX,plus,1200,Semi,
XFX P1-650X-CAH9,,ATX,bronze,650,Full,
XFX Black Edition,,ATX,silver,850,Full,
Kingwin Lazer Platinum,,ATX,platinum,850,Semi,
SeaSonic SS-350SFE,,SFX,plus,350,False,
Sparkle GW-EPS1250DA,,ATX,gold,1250,Full,
Xion AXP-700K14XE,,ATX,bronze,700,Semi,
Sparkle R-SPI900GCM,,ATX,plus,900,Semi,
Kingwin AP-550,,ATX,platinum,550,False,
Sparkle SCC-850AF,,ATX,gold,850,Semi,
LEPA B650-SA,,ATX,bronze,650,False,
E-Power EP-550P5-T1,,ATX,,550,Full,
Topower ZU-950,,ATX,,950,False,
Sparkle FSP400-60GHS,,SFX,bronze,400,False,
Topower ZU-450W,,ATX,,450,False,
Sparkle ATX-400PN-B204,,ATX,,400,False,
Sparkle FSP300THAR-MC,,ATX,,300,False,
Topower ZU-400W12,,ATX,,400,False,
Thermaltake W0328RU,,ATX,,350,False,
Topower TOP-400W801,,ATX,plus,400,False,
Sparkle R-SPI700ACH5B,,ATX,silver,700,False,
BFG EX-1000,,ATX,bronze,1000,Full,
Kingwin ABT-610MM,,ATX,,610,False,
Sparkle R-SPI600ACH5B,,ATX,silver,600,False,
Logisys AT750BK,,ATX,bronze,750,False,
Silverstone Zeus,,ATX,silver,1350,Full,
CoolMax CL-500B,,ATX,,500,False,
Ultra ULT-LSP550,,ATX,,550,False,
Enermax ETL550AWT-M,,ATX,bronze,550,Semi,
Enermax ETL650AWT-M,,ATX,bronze,650,Semi,
Silverstone Strider,,ATX,gold,1200,Full,
Topower ZU-1050W,,ATX,,1050,False,
Enermax REVOLUTION X't II,,ATX,gold,550,Semi,
CoolMax ZP-850B,,ATX,bronze,850,Semi,
Rosewill RV2-600,,ATX,,600,False,
GAMDIAS ASTRAPE E1,,ATX,plus,550,False,Black / Multicolor
Silverstone Strider,,ATX,gold,750,Full,
Silverstone Strider,,ATX,gold,850,Full,
Cougar DX500,,ATX,plus,500,False,
Topower TOP-1200W,,ATX,plus,1200,Full,
Diablotek PHD450,,ATX,,450,False,
Diablotek PHD650,,ATX,,650,False,
Athena Power AP-P4ATX55FEC,,ATX,,550,False,
Athena Power AP-P4ATX35,,ATX,,350,False,
Athena Power AP-P4ATX85FEP,,ATX,,850,False,
Diablotek PHD750,,ATX,,750,False,
Diablotek PHD850,,ATX,,850,False,
Rosewill Fortress,,ATX,platinum,550,False,
Apevia XG,,ATX,,450,False,
Xion XON-1100P14HE,,ATX,,1100,False,
XClio STABLEPOWER 850W,,ATX,,850,False,
StarTech ATXPW550PRO2,,ATX,,550,False,
XClio GreatPower,,ATX,plus,600,Full,
XClio DIAMONDPOWER 880W,,ATX,,880,False,
StarTech ATX2POWER400,,ATX,,400,False,
StarTech ATX2POWER430,,ATX,plus,430,False,
StarTech ATX2POWER530,,ATX,bronze,530,False,
StarTech ATX2PW450PRO,,ATX,,450,False,
StarTech ATX2PW400PRO,,ATX,,400,False,
StarTech ATX2POWER450,,ATX,,450,False,
StarTech ATX2POW400HS,,ATX,,400,False,
StarTech ATX2PW430PRO,,ATX,bronze,430,False,
XClio GOODPOWER 500W,,ATX,,500,False,
StarTech ATX2POW500HS,,ATX,,500,False,
StarTech ATX2PW550PRO,,ATX,,550,False,
CoolMax CUQ-1200B,,ATX,plus,1200,False,
CoolMax CX-550B,,ATX,,550,False,
CoolMax RM-750B,,ATX,,750,False,
NZXT HALE 90,,ATX,gold,650,Full,
CoolMax CUL-950B,,ATX,,950,Semi,
XClio GreatPower,,ATX,plus,550,Full,
XClio STABLEPOWER 460W,,ATX,,460,False,
XClio GreatPower,,ATX,plus,650,Full,
XClio STABLEPOWER 500W,,ATX,,500,False,
OCZ EliteXStream,,ATX,plus,1000,False,
OCZ EliteXStream,,ATX,plus,800,False,
Kingwin ABT-450MM,,ATX,,450,False,
Kingwin ABT-850MM,,ATX,,850,False,
Kingwin ABT-1050MM,,ATX,,1050,False,
PC Power & Cooling S75CF-B,,ATX,plus,750,False,
PC Power & Cooling S61EPS-B,,ATX,plus,610,False,
Rosewill CFZ,,ATX,bronze,600,Semi,Black
Kingwin Mach 1,,ATX,bronze,1220,Full,
Kingwin Lazer Gold,,ATX,gold,1000,Full,
Kingwin Lazer Gold,,ATX,gold,850,Full,
Kingwin ABT-730MM,,ATX,,730,False,
Kingwin Lazer Gold,,ATX,gold,700,Full,
FSP Group FSP650-80EGN,,ATX,gold,650,False,
Kingwin MK,,ATX,,850,False,
Kingwin MK,,ATX,,650,False,
Kingwin MK,,ATX,,1000,False,
Kingwin MKX,,ATX,,850,Semi,
XClio STABLEPOWER 1000W,,ATX,,1000,False,
Raidmax RX-700AT,,ATX,titanium,700,Semi,Black
XFX P1-850S-CAB9,,ATX,bronze,850,False,
XFX P1-750S-CAB9,,ATX,bronze,750,False,
SeaSonic SS-300TGW,,TFX,gold,300,False,
Enermax ENP600AWT,,ATX,plus,600,False,
FSP Group SAGA+ 450R,,ATX,,450,False,
PC Power & Cooling Silencer MK III,,ATX,platinum,1200,Semi,
Noua Hyper ZR65,,ATX,bronze,650,False,Black
Broadway Com Corp OKIA-BLACK-550,,ATX,,550,False,
Silverstone Strider,,ATX,gold,1000,Full,
Silverstone Strider,,ATX,gold,1200,Full,
Broadway Com Corp OKIA-BLACK-600,,ATX,,600,False,
Broadway Com Corp P4-OKIA-550-RB,,ATX,,550,False,
XClio GreatPower,,ATX,plus,850,Full,
PC Power & Cooling PPCT1200ESA,,ATX,,1200,False,
XFX P1850SNLB9,,ATX,bronze,850,False,
Enermax EGX850EWL,,ATX,plus,850,Full,
Sunbeam PSU-HUSH580-US-BL,,ATX,,580,False,
be quiet! Power Zone,,ATX,bronze,650,Full,
RIOTORO ENIGMA 850,,ATX,gold,850,Semi,
RIOTORO ONYX 750,,ATX,bronze,750,Semi,
XClio Goodpower 550W,,ATX,bronze,550,Full,
XClio Goodpower 650W,,ATX,bronze,650,Full,
Sparkle R-SPI600GHN,,ATX,plus,600,False,
Sparkle Magna,,ATX,bronze,1200,Semi,
Kingwin Lazer,,ATX,,660,Full,
Rosewill Tachyon,,ATX,platinum,650,Semi,
Rosewill Tachyon,,ATX,platinum,1000,Semi,
LEPA MaxBron,,ATX,bronze,700,Semi,
LEPA MaxGold,,ATX,gold,700,Semi,
LEPA MaxGold,,ATX,gold,600,False,
FSP Group Hydro PTM,,ATX,platinum,550,Full,Black
Sparkle R-SPI1000GCM,,ATX,plus,1000,Semi,
FSP Group Raider S 650,,ATX,silver,650,False,
CoolMax ZPG-1000B,,ATX,gold,1000,Semi,
In Win Commander II,,ATX,bronze,750,Full,
CoolMax ZPG-1200B,,ATX,gold,1200,Semi,
Logisys PS480D-BK,,ATX,,480,False,
Logisys PS480E12,,ATX,,480,False,
Topower TOP-650PM,,ATX,,650,False,
Topower GAPS-500MX,,ATX,,500,Full,
Topower TOP-500PM,,ATX,,500,False,
Topower TOP-500WB,,ATX,bronze,500,False,
Xion EN-450F12BK,,ATX,,450,False,
Thermaltake Toughpower DPS G,,ATX,gold,750,Full,
Fractal Design Integra R2,,ATX,bronze,650,False,
Fractal Design Tesla R2,,ATX,gold,650,False,
BitFenix Fury,,ATX,gold,650,Semi,
HEC Zephyr 700 CM,,ATX,plus,700,Semi,
Cyonic AU-550X,,ATX,gold,550,Full,
Sentey SDP850-SS,,ATX,plus,850,False,
Sentey ERP-600-SM,,ATX,,600,Full,
Sentey SDP750-SS,,ATX,plus,750,False,
Sentey ERP-500-SS,,ATX,,500,False,
Sentey ERP-500-SMR,,ATX,,500,Full,
Antec NeoECO Platinum,,ATX,platinum,650,Full,Black
Cougar COUGAR-RS450,,ATX,plus,450,False,
Xion XON-700P12F,,ATX,,700,False,
Cougar COUGAR-SX850,,ATX,silver,850,Full,
Apevia Astro,,ATX,,450,False,Black
Silverstone NJ600,,ATX,titanium,600,Full,Silver
Mushkin MKNPSJL1000,,ATX,gold,1000,False,
Thermaltake Toughpower DPS G,,ATX,gold,750,Full,
Ultra U12-42466,,ATX,bronze,650,Semi,
